0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
179,255,174,143,0,134,90,176,103,0,199,0,0,238,114,44,48,189,65,255,255,45,0,16,183,189,0,255,161,169,124,0,255,0,129,0,255,255,187,100,105,0,0,208,58,255,0,0,0,0,87,174,0,255,209,0,158,255,109,255,255,0,0,0,255,255,0,77,255,0,199,0,0,255,77,124,255,79,149,0,255,0,255,0,255,12,0,0,0,0,255,0,157,255,0,0,0,255,95,0,33,255,224,255,0,255,0,0,96,96,255,0,255,255,0,255,255,0,238,255,255,0,151,255,0,255,0,255
190,255,183,121,0,117,88,174,70,0,248,0,0,251,57,44,26,146,181,255,255,103,0,0,88,255,0,255,255,199,145,0,255,0,162,0,255,255,255,30,126,0,14,219,126,199,0,0,0,0,76,209,0,255,255,0,227,255,232,255,255,0,0,0,255,255,0,199,255,0,196,0,67,255,0,212,255,196,0,0,255,63,255,0,255,0,0,0,0,0,255,0,235,255,0,0,0,255,1,0,163,255,255,207,0,255,0,0,255,234,255,0,255,255,0,255,255,159,64,255,255,32,180,255,0,255,0,221
193,255,208,96,0,126,97,203,0,0,255,0,0,255,37,44,0,157,144,255,255,109,0,0,64,255,0,255,255,182,200,0,255,0,98,0,255,255,230,0,13,0,63,237,100,145,0,0,0,0,0,229,0,255,255,0,255,255,255,255,255,0,0,0,255,255,0,255,255,0,125,0,54,255,0,232,255,156,0,0,255,223,255,0,255,0,0,0,0,0,187,0,255,255,0,0,0,255,0,0,198,255,255,107,0,255,0,0,251,255,255,0,255,255,0,255,255,179,45,255,255,60,164,128,0,255,0,255
187,255,175,68,0,105,84,222,43,0,242,0,0,255,69,48,0,188,73,255,255,47,0,0,104,255,0,255,255,143,192,0,255,0,54,0,255,255,179,61,32,0,24,151,103,143,0,0,0,0,0,223,0,255,255,0,245,255,204,255,255,0,0,0,255,255,0,255,255,0,112,0,47,255,0,170,255,111,0,0,255,223,255,0,255,0,0,0,0,0,109,0,255,255,0,0,0,255,35,0,255,255,255,101,0,255,0,0,255,208,255,0,255,255,0,255,255,168,61,255,255,0,197,92,83,255,0,255
199,255,221,88,0,104,115,221,0,0,255,0,0,255,1,94,0,155,143,255,255,106,0,0,45,255,0,255,255,194,242,0,255,0,51,0,255,255,173,17,41,0,96,215,75,107,0,0,0,0,0,105,0,255,255,0,255,255,255,255,255,0,0,0,255,255,0,255,255,0,68,0,101,255,0,144,255,92,0,0,255,255,255,0,255,0,0,0,0,0,163,0,255,255,0,0,0,255,0,0,204,255,255,82,0,255,0,0,255,255,255,0,255,255,0,255,255,255,0,255,255,0,158,108,153,255,0,255
202,255,255,115,0,128,161,207,0,0,222,0,0,255,2,134,0,131,151,255,216,144,0,0,0,255,44,255,255,255,226,0,255,0,67,0,255,255,158,3,0,0,83,255,23,149,0,0,0,0,0,43,0,255,255,23,255,255,255,255,255,0,0,0,255,255,0,255,255,0,5,0,166,255,0,0,255,208,0,0,255,170,255,0,255,11,0,0,0,0,87,0,255,255,0,0,0,255,0,0,93,255,255,0,0,255,0,0,0,255,255,0,255,255,0,255,255,255,0,255,255,223,161,233,0,255,0,255
192,255,230,105,0,130,137,213,0,0,255,0,0,213,15,91,0,142,57,255,255,73,0,0,33,255,9,255,255,155,179,0,255,0,43,0,255,255,154,13,55,0,86,180,92,95,0,0,0,1,0,195,0,210,255,0,229,255,250,255,255,0,0,0,255,255,0,255,255,0,0,0,100,255,0,43,255,219,0,0,255,255,255,0,255,0,0,0,0,0,91,0,255,255,0,0,0,255,19,0,103,255,255,0,0,255,0,0,108,255,255,0,255,255,0,255,255,244,0,255,255,179,252,34,33,255,0,255
195,255,235,105,0,155,144,255,0,0,255,0,0,239,49,79,0,166,64,255,255,27,0,0,62,255,0,255,255,134,193,0,255,0,34,0,255,255,129,0,0,0,43,214,102,99,0,0,0,0,0,207,0,105,246,0,205,255,255,255,255,0,0,0,255,255,0,255,255,0,0,0,132,255,0,0,255,241,0,0,255,255,255,0,255,23,0,0,0,0,122,0,255,255,0,0,0,255,0,0,175,255,255,0,0,255,0,0,96,255,255,0,255,224,0,255,255,134,0,255,255,98,116,9,39,255,0,255
181,255,182,42,0,123,111,252,42,0,250,0,0,190,88,80,0,189,113,236,255,18,10,0,100,255,0,255,255,87,176,0,255,0,163,0,255,255,198,149,12,0,32,151,119,46,0,0,0,0,0,178,0,255,241,0,20,255,255,255,255,0,0,0,255,255,0,243,255,0,0,0,82,255,21,255,255,157,0,0,255,132,255,0,255,0,0,0,0,37,255,0,255,255,0,0,0,255,0,0,185,255,255,50,0,255,0,0,255,255,255,0,255,255,0,255,255,28,0,255,255,0,255,0,0,255,0,255
182,255,192,110,0,120,105,221,68,0,255,0,0,188,74,31,0,164,67,255,255,18,0,0,112,255,0,255,214,10,132,0,255,0,133,0,255,255,137,77,54,0,0,167,124,146,0,0,0,0,0,227,0,229,220,0,26,255,248,255,255,0,0,0,255,255,0,255,255,0,42,0,28,255,21,247,255,200,0,0,255,240,255,0,255,46,0,0,0,0,213,0,255,246,0,0,0,255,81,0,157,255,255,218,0,255,0,0,255,255,255,0,255,255,0,255,255,0,5,255,255,14,228,153,0,255,0,255
